"Codigo_provincia","Nombre_provincia","Codigo_especie","Especie","Parametro","F.c.","Modelo","a","b","c","d","p","q","r","D.n.m."
27,"Lugo",NA,"Quercus robur","VSC",2,7,"-13.71000","0.8306612","0.0000101","-","-","-","-","-"
27,"Lugo",NA,"Quercus robur","VSC",3,7,"-0.13000","0.7208093","-0.0006619","-","-","-","-","-"
27,"Lugo",NA,"Quercus robur","VSC",4,7,"-5.53000","0.8153845","0.0000366","-","-","-","-","-"
27,"Lugo",NA,"Quercus robur","VSC",5,7,"-19.88000","0.8706667","0.0000079","-","-","-","-","-"
27,"Lugo",NA,"Quercus robur","VSC",6,7,"-19.88000","0.8706667","0.0000079","-","-","-","-","-"
27,"Lugo",NA,"Quercus robur","IAVC",2,21,"-","-","0.0001835","-0.00000012121","-","-","-","-"
27,"Lugo",NA,"Quercus robur","IAVC",3,21,"-","-","0.0001835","-0.00000012121","-","-","-","-"
27,"Lugo",NA,"Quercus robur","IAVC",4,21,"-","-","0.0001835","-0.00000012121","-","-","-","-"
27,"Lugo",NA,"Quercus robur","IAVC",5,21,"-","-","0.0001835","-0.00000012121","-","-","-","-"
27,"Lugo",NA,"Quercus robur","IAVC",6,21,"-","-","0.0001835","-0.00000012121","-","-","-","-"
27,"Lugo",NA,"Quercus robur","VLE",2,12,"-","-","-","-","0.00004830000","2.3596200","-","-"
27,"Lugo",NA,"Quercus robur","VLE",3,12,"-","-","-","-","0.00004830000","2.3596200","-","-"
27,"Lugo",NA,"Quercus robur","VLE",4,12,"-","-","-","-","0.00004830000","2.3596200","-","-"
27,"Lugo",NA,"Quercus robur","VLE",5,12,"-","-","-","-","0.00004830000","2.3596200","-","-"
27,"Lugo",NA,"Quercus robur","VLE",6,12,"-","-","-","-","0.00004830000","2.3596200","-","-"
27,"Lugo",NA,"Quercus pyrenaica","VCC",1,1,"35.81000","0.0002706","-","-","-","-","-","-"
27,"Lugo",NA,"Quercus pyrenaica","VCC",2,1,"35.81000","0.0002706","-","-","-","-","-","-"
27,"Lugo",NA,"Quercus pyrenaica","VCC",3,1,"15.14000","0.0001400","-","-","-","-","-","-"
27,"Lugo",NA,"Quercus pyrenaica","VCC",4,1,"77.39000","0.0000973","-","-","-","-","-","-"
27,"Lugo",NA,"Quercus pyrenaica","VCC",5,1,"36.92000","0.0002100","-","-","-","-","-","-"
27,"Lugo",NA,"Quercus pyrenaica","VCC",6,1,"36.92000","0.0002100","-","-","-","-","-","-"
27,"Lugo",NA,"Quercus pyrenaica","VSC",1,7,"-17.01000","0.8383823","0.0000074","-","-","-","-","-"
27,"Lugo",NA,"Quercus pyrenaica","VSC",2,7,"-17.01000","0.8383823","0.0000074","-","-","-","-","-"
27,"Lugo",NA,"Quercus pyrenaica","VSC",3,7,"-17.01000","0.8383823","0.0000074","-","-","-","-","-"
27,"Lugo",NA,"Quercus pyrenaica","VSC",4,7,"-10.71000","0.8478133","0.0000174","-","-","-","-","-"
27,"Lugo",NA,"Quercus pyrenaica","VSC",5,7,"-11.85000","0.8197191","0.0000390","-","-","-","-","-"
27,"Lugo",NA,"Quercus pyrenaica","VSC",6,7,"-11.85000","0.8197191","0.0000390","-","-","-","-","-"
27,"Lugo",NA,"Quercus pyrenaica","IAVC",1,21,"-","-","0.0001611","-0.00000008105","-","-","-","-"
27,"Lugo",NA,"Quercus pyrenaica","IAVC",2,21,"-","-","0.0001611","-0.00000008105","-","-","-","-"
27,"Lugo",NA,"Quercus pyrenaica","IAVC",3,21,"-","-","0.0001611","-0.00000008105","-","-","-","-"
27,"Lugo",NA,"Quercus pyrenaica","IAVC",4,21,"-","-","0.0001611","-0.00000008105","-","-","-","-"
27,"Lugo",NA,"Quercus pyrenaica","IAVC",5,21,"-","-","0.0001611","-0.00000008105","-","-","-","-"
27,"Lugo",NA,"Quercus pyrenaica","IAVC",6,21,"-","-","0.0001611","-0.00000008105","-","-","-","-"
27,"Lugo",NA,"Quercus pyrenaica","VLE",1,12,"-","-","-","-","0.00009440000","2.2723600","-","-"
27,"Lugo",NA,"Quercus pyrenaica","VLE",2,12,"-","-","-","-","0.00009440000","2.2723600","-","-"
27,"Lugo",NA,"Quercus pyrenaica","VLE",3,12,"-","-","-","-","0.00009440000","2.2723600","-","-"
27,"Lugo",NA,"Quercus pyrenaica","VLE",4,12,"-","-","-","-","0.00009440000","2.2723600","-","-"
27,"Lugo",NA,"Quercus pyrenaica","VLE",5,12,"-","-","-","-","0.00009440000","2.2723600","-","-"
27,"Lugo",NA,"Quercus pyrenaica","VLE",6,12,"-","-","-","-","0.00009440000","2.2723600","-","-"
27,"Lugo",NA,"Quercus ilex subsp. ballota","VCC",2,1,"49.26000","0.0002610","-","-","-","-","-","-"
27,"Lugo",NA,"Quercus ilex subsp. ballota","VCC",4,1,"38.70000","0.0001950","-","-","-","-","-","-"
27,"Lugo",NA,"Quercus ilex subsp. ballota","VCC",5,1,"26.44000","0.0002300","-","-","-","-","-","-"
27,"Lugo",NA,"Quercus ilex subsp. ballota","VSC",2,7,"-17.01000","0.8383823","0.0000074","-","-","-","-","-"
27,"Lugo",NA,"Quercus ilex subsp. ballota","VSC",4,7,"-10.71000","0.8478133","0.0000174","-","-","-","-","-"
27,"Lugo",NA,"Quercus ilex subsp. ballota","VSC",5,7,"-11.85000","0.8197191","0.0000390","-","-","-","-","-"
27,"Lugo",NA,"Quercus ilex subsp. ballota","IAVC",2,21,"-","-","0.0001177","-0.00000013542","-","-","-","-"
27,"Lugo",NA,"Quercus ilex subsp. ballota","IAVC",4,21,"-","-","0.0001177","-0.00000013542","-","-","-","-"
27,"Lugo",NA,"Quercus ilex subsp. ballota","IAVC",5,21,"-","-","0.0001177","-0.00000013542","-","-","-","-"
27,"Lugo",NA,"Quercus ilex subsp. ballota","VLE",2,12,"-","-","-","-","0.00003190000","2.5659600","-","-"
27,"Lugo",NA,"Quercus ilex subsp. ballota","VLE",4,12,"-","-","-","-","0.00003190000","2.5659600","-","-"
27,"Lugo",NA,"Quercus ilex subsp. ballota","VLE",5,12,"-","-","-","-","0.00003190000","2.5659600","-","-"
27,"Lugo",NA,"Alnus glutinosa","VCC",2,1,"4.78000","0.0002735","-","-","-","-","-","-"
27,"Lugo",NA,"Alnus glutinosa","VCC",3,1,"4.78000","0.0002735","-","-","-","-","-","-"
27,"Lugo",NA,"Alnus glutinosa","VCC",5,1,"4.78000","0.0002735","-","-","-","-","-","-"
27,"Lugo",NA,"Alnus glutinosa","VSC",2,7,"-2.29000","0.9171828","0.0000045","-","-","-","-","-"
27,"Lugo",NA,"Alnus glutinosa","VSC",3,7,"-2.29000","0.9171828","0.0000045","-","-","-","-","-"
27,"Lugo",NA,"Alnus glutinosa","VSC",5,7,"-2.29000","0.9171828","0.0000045","-","-","-","-","-"
27,"Lugo",NA,"Alnus glutinosa","IAVC",2,21,"-","-","0.0003260","-0.00000035924","-","-","-","-"
27,"Lugo",NA,"Alnus glutinosa","IAVC",3,21,"-","-","0.0003260","-0.00000035924","-","-","-","-"
27,"Lugo",NA,"Alnus glutinosa","IAVC",5,21,"-","-","0.0003260","-0.00000035924","-","-","-","-"
27,"Lugo",NA,"Alnus glutinosa","VLE",2,12,"-","-","-","-","0.00093080000","1.8312900","-","-"
27,"Lugo",NA,"Alnus glutinosa","VLE",3,12,"-","-","-","-","0.00093080000","1.8312900","-","-"
27,"Lugo",NA,"Alnus glutinosa","VLE",5,12,"-","-","-","-","0.00093080000","1.8312900","-","-"
27,"Lugo",NA,"Salix atrocinerea","VCC",2,1,"109.53000","0.0001481","-","-","-","-","-","-"
27,"Lugo",NA,"Salix atrocinerea","VCC",3,1,"109.53000","0.0001481","-","-","-","-","-","-"
27,"Lugo",NA,"Salix atrocinerea","VCC",4,1,"109.53000","0.0001481","-","-","-","-","-","-"
27,"Lugo",NA,"Salix atrocinerea","VCC",5,1,"109.53000","0.0001481","-","-","-","-","-","-"
27,"Lugo",NA,"Salix atrocinerea","VSC",2,7,"-6.47000","0.7939548","0.0000343","-","-","-","-","-"
27,"Lugo",NA,"Salix atrocinerea","VSC",3,7,"-6.47000","0.7939548","0.0000343","-","-","-","-","-"
27,"Lugo",NA,"Salix atrocinerea","VSC",4,7,"-6.47000","0.7939548","0.0000343","-","-","-","-","-"
27,"Lugo",NA,"Salix atrocinerea","VSC",5,7,"-6.47000","0.7939548","0.0000343","-","-","-","-","-"
27,"Lugo",NA,"Salix atrocinerea","IAVC",2,21,"-","-","0.0002060","-0.00000024931","-","-","-","-"
27,"Lugo",NA,"Salix atrocinerea","IAVC",3,21,"-","-","0.0002060","-0.00000024931","-","-","-","-"
27,"Lugo",NA,"Salix atrocinerea","IAVC",4,21,"-","-","0.0002060","-0.00000024931","-","-","-","-"
27,"Lugo",NA,"Salix atrocinerea","IAVC",5,21,"-","-","0.0002060","-0.00000024931","-","-","-","-"
27,"Lugo",NA,"Salix atrocinerea","VLE",2,12,"-","-","-","-","0.00166010000","1.7736000","-","-"
27,"Lugo",NA,"Salix atrocinerea","VLE",3,12,"-","-","-","-","0.00166010000","1.7736000","-","-"
27,"Lugo",NA,"Salix atrocinerea","VLE",4,12,"-","-","-","-","0.00166010000","1.7736000","-","-"
27,"Lugo",NA,"Salix atrocinerea","VLE",5,12,"-","-","-","-","0.00166010000","1.7736000","-","-"
27,"Lugo",NA,"Populus nigra","VCC",2,1,"56.04000","0.0002424","-","-","-","-","-","-"
27,"Lugo",NA,"Populus nigra","VCC",5,1,"59.08000","0.0001293","-","-","-","-","-","-"
27,"Lugo",NA,"Populus nigra","VSC",2,7,"0.26000","0.8236223","0.0000233","-","-","-","-","-"
27,"Lugo",NA,"Populus nigra","VSC",5,7,"0.26000","0.8236223","0.0000233","-","-","-","-","-"
27,"Lugo",NA,"Populus nigra","IAVC",2,21,"-","-","0.0005992","-0.00000057798","-","-","-","-"
27,"Lugo",NA,"Populus nigra","IAVC",5,21,"-","-","0.0005992","-0.00000057798","-","-","-","-"
27,"Lugo",NA,"Populus nigra","VLE",2,12,"-","-","-","-","0.00012470000","2.1672300","-","-"
27,"Lugo",NA,"Populus nigra","VLE",5,12,"-","-","-","-","0.00012470000","2.1672300","-","-"
27,"Lugo",NA,"Eucalyptus globulus","VCC",1,1,"36.96000","0.0002569","-","-","-","-","-","-"
27,"Lugo",NA,"Eucalyptus globulus","VCC",2,1,"36.96000","0.0002569","-","-","-","-","-","-"
27,"Lugo",NA,"Eucalyptus globulus","VCC",3,1,"-1.02000","0.0002111","-","-","-","-","-","-"
27,"Lugo",NA,"Eucalyptus globulus","VCC",5,1,"21.50000","0.0001120","-","-","-","-","-","-"
27,"Lugo",NA,"Eucalyptus globulus","VSC",1,7,"0.60000","0.7982737","0.0000085","-","-","-","-","-"
27,"Lugo",NA,"Eucalyptus globulus","VSC",2,7,"0.60000","0.7982737","0.0000085","-","-","-","-","-"
27,"Lugo",NA,"Eucalyptus globulus","VSC",3,7,"0.05000","0.7677083","0.0016267","-","-","-","-","-"
27,"Lugo",NA,"Eucalyptus globulus","VSC",5,7,"2.55000","0.7571656","0.0000857","-","-","-","-","-"
27,"Lugo",NA,"Eucalyptus globulus","IAVC",1,21,"-","-","0.0006658","-0.00000053678","-","-","-","-"
27,"Lugo",NA,"Eucalyptus globulus","IAVC",2,21,"-","-","0.0006658","-0.00000053678","-","-","-","-"
27,"Lugo",NA,"Eucalyptus globulus","IAVC",3,21,"-","-","0.0006658","-0.00000053678","-","-","-","-"
27,"Lugo",NA,"Eucalyptus globulus","IAVC",5,21,"-","-","0.0006658","-0.00000053678","-","-","-","-"
27,"Lugo",NA,"Eucalyptus globulus","VLE",1,12,"-","-","-","-","0.00174650000","1.7317300","-","-"
27,"Lugo",NA,"Eucalyptus globulus","VLE",2,12,"-","-","-","-","0.00174650000","1.7317300","-","-"
27,"Lugo",NA,"Eucalyptus globulus","VLE",3,12,"-","-","-","-","0.00174650000","1.7317300","-","-"
27,"Lugo",NA,"Eucalyptus globulus","VLE",5,12,"-","-","-","-","0.00174650000","1.7317300","-","-"
27,"Lugo",NA,"Eucalyptus nitens","VCC",2,1,"44.68000","0.0002180","-","-","-","-","-","-"
27,"Lugo",NA,"Eucalyptus nitens","VCC",3,1,"44.68000","0.0002180","-","-","-","-","-","-"
27,"Lugo",NA,"Eucalyptus nitens","VCC",5,1,"42.09000","0.0001510","-","-","-","-","-","-"
27,"Lugo",NA,"Eucalyptus nitens","VSC",2,7,"0.60000","0.7982737","0.0000085","-","-","-","-","-"
27,"Lugo",NA,"Eucalyptus nitens","VSC",3,7,"0.05000","0.7677083","0.0016267","-","-","-","-","-"
27,"Lugo",NA,"Eucalyptus nitens","VSC",5,7,"2.55000","0.7571656","0.0000857","-","-","-","-","-"
27,"Lugo",NA,"Eucalyptus nitens","IAVC",2,21,"-","-","0.0006658","-0.00000053678","-","-","-","-"
27,"Lugo",NA,"Eucalyptus nitens","IAVC",3,21,"-","-","0.0006658","-0.00000053678","-","-","-","-"
27,"Lugo",NA,"Eucalyptus nitens","IAVC",5,21,"-","-","0.0006658","-0.00000053678","-","-","-","-"
27,"Lugo",NA,"Eucalyptus nitens","VLE",2,12,"-","-","-","-","0.00004400000","2.3905500","-","-"
27,"Lugo",NA,"Eucalyptus nitens","VLE",3,12,"-","-","-","-","0.00004400000","2.3905500","-","-"
27,"Lugo",NA,"Eucalyptus nitens","VLE",5,12,"-","-","-","-","0.00004400000","2.3905500","-","-"
27,"Lugo",NA,"Eucalyptus nitens","VCC",2,1,"36.96000","0.0002569","-","-","-","-","-","-"
27,"Lugo",NA,"Eucalyptus nitens","VCC",3,1,"-1.02000","0.0002111","-","-","-","-","-","-"
27,"Lugo",NA,"Eucalyptus nitens","VCC",5,1,"21.50000","0.0001120","-","-","-","-","-","-"
27,"Lugo",NA,"Eucalyptus nitens","VSC",2,7,"0.60000","0.7982737","0.0000085","-","-","-","-","-"
27,"Lugo",NA,"Eucalyptus nitens","VSC",3,7,"0.05000","0.7677083","0.0016267","-","-","-","-","-"
27,"Lugo",NA,"Eucalyptus nitens","VSC",5,7,"2.55000","0.7571656","0.0000857","-","-","-","-","-"
27,"Lugo",NA,"Eucalyptus nitens","IAVC",2,21,"-","-","0.0006658","-0.00000053678","-","-","-","-"
27,"Lugo",NA,"Eucalyptus nitens","IAVC",3,21,"-","-","0.0006658","-0.00000053678","-","-","-","-"
27,"Lugo",NA,"Eucalyptus nitens","IAVC",5,21,"-","-","0.0006658","-0.00000053678","-","-","-","-"
27,"Lugo",NA,"Eucalyptus nitens","VLE",2,12,"-","-","-","-","0.00174650000","1.7317300","-","-"
27,"Lugo",NA,"Eucalyptus nitens","VLE",3,12,"-","-","-","-","0.00174650000","1.7317300","-","-"
27,"Lugo",NA,"Eucalyptus nitens","VLE",5,12,"-","-","-","-","0.00174650000","1.7317300","-","-"
27,"Lugo",NA,"Eucalyptus nitens","VCC",2,1,"3.44000","0.0002632","-","-","-","-","-","-"
27,"Lugo",NA,"Eucalyptus nitens","VCC",3,1,"3.44000","0.0002632","-","-","-","-","-","-"
27,"Lugo",NA,"Eucalyptus nitens","VCC",5,1,"3.44000","0.0002632","-","-","-","-","-","-"
27,"Lugo",NA,"Eucalyptus nitens","VSC",2,7,"0.60000","0.7982737","0.0000085","-","-","-","-","-"
27,"Lugo",NA,"Eucalyptus nitens","VSC",3,7,"0.60000","0.7982737","0.0000085","-","-","-","-","-"
27,"Lugo",NA,"Eucalyptus nitens","VSC",5,7,"0.60000","0.7982737","0.0000085","-","-","-","-","-"
27,"Lugo",NA,"Eucalyptus nitens","IAVC",2,21,"-","-","0.0006658","-0.00000053678","-","-","-","-"
27,"Lugo",NA,"Eucalyptus nitens","IAVC",3,21,"-","-","0.0006658","-0.00000053678","-","-","-","-"
27,"Lugo",NA,"Eucalyptus nitens","IAVC",5,21,"-","-","0.0006658","-0.00000053678","-","-","-","-"
27,"Lugo",NA,"Eucalyptus nitens","VLE",2,12,"-","-","-","-","0.00174650000","1.7317300","-","-"
27,"Lugo",NA,"Eucalyptus nitens","VLE",3,12,"-","-","-","-","0.00174650000","1.7317300","-","-"
27,"Lugo",NA,"Eucalyptus nitens","VLE",5,12,"-","-","-","-","0.00174650000","1.7317300","-","-"
27,"Lugo",NA,"Ilex aquifolium","VCC",2,1,"-7.75000","0.0004006","-","-","-","-","-","-"
27,"Lugo",NA,"Ilex aquifolium","VCC",3,1,"-7.75000","0.0004006","-","-","-","-","-","-"
27,"Lugo",NA,"Ilex aquifolium","VCC",5,1,"-7.75000","0.0004006","-","-","-","-","-","-"
27,"Lugo",NA,"Ilex aquifolium","VSC",2,7,"2.55000","0.7571656","0.0000857","-","-","-","-","-"
27,"Lugo",NA,"Ilex aquifolium","VSC",3,7,"2.55000","0.7571656","0.0000857","-","-","-","-","-"
27,"Lugo",NA,"Ilex aquifolium","VSC",5,7,"2.55000","0.7571656","0.0000857","-","-","-","-","-"
27,"Lugo",NA,"Ilex aquifolium","IAVC",2,21,"-","-","0.0001674","-0.00000021045","-","-","-","-"
27,"Lugo",NA,"Ilex aquifolium","IAVC",3,21,"-","-","0.0001674","-0.00000021045","-","-","-","-"
27,"Lugo",NA,"Ilex aquifolium","IAVC",5,21,"-","-","0.0001674","-0.00000021045","-","-","-","-"
27,"Lugo",NA,"Ilex aquifolium","VLE",2,12,"-","-","-","-","0.00900690000","1.4261300","-","-"
27,"Lugo",NA,"Ilex aquifolium","VLE",3,12,"-","-","-","-","0.00900690000","1.4261300","-","-"
27,"Lugo",NA,"Ilex aquifolium","VLE",5,12,"-","-","-","-","0.00900690000","1.4261300","-","-"
27,"Lugo",NA,"Arbutus unedo ","VCC",3,1,"-7.75000","0.0004006","-","-","-","-","-","-"
27,"Lugo",NA,"Arbutus unedo ","VCC",5,1,"-7.75000","0.0004006","-","-","-","-","-","-"
27,"Lugo",NA,"Arbutus unedo ","VSC",3,7,"2.55000","0.7571656","0.0000857","-","-","-","-","-"
27,"Lugo",NA,"Arbutus unedo ","VSC",5,7,"2.55000","0.7571656","0.0000857","-","-","-","-","-"
27,"Lugo",NA,"Arbutus unedo ","IAVC",3,21,"-","-","0.0001674","-0.00000021045","-","-","-","-"
27,"Lugo",NA,"Arbutus unedo ","IAVC",5,21,"-","-","0.0001674","-0.00000021045","-","-","-","-"
27,"Lugo",NA,"Arbutus unedo ","VLE",3,12,"-","-","-","-","0.00900690000","1.4261300","-","-"
27,"Lugo",NA,"Arbutus unedo ","VLE",5,12,"-","-","-","-","0.00900690000","1.4261300","-","-"
27,"Lugo",NA,"Acacia melanoxylon","VCC",2,11,"-","-","-","0.00047320000","1.9879900","0.75629","-","-"
27,"Lugo",NA,"Acacia melanoxylon","VCC",3,11,"-","-","-","0.00047320000","1.9879900","0.75629","-","-"
27,"Lugo",NA,"Acacia melanoxylon","VCC",5,11,"-","-","-","0.00047320000","1.9879900","0.75629","-","-"
27,"Lugo",NA,"Acacia melanoxylon","VSC",2,7,"-4.94000","0.8041761","0.0000186","-","-","-","-","-"
27,"Lugo",NA,"Acacia melanoxylon","VSC",3,7,"-4.94000","0.8041761","0.0000186","-","-","-","-","-"
27,"Lugo",NA,"Acacia melanoxylon","VSC",5,7,"-4.94000","0.8041761","0.0000186","-","-","-","-","-"
27,"Lugo",NA,"Acacia melanoxylon","IAVC",2,21,"-","-","0.0005992","-0.00000057798","-","-","-","-"
27,"Lugo",NA,"Acacia melanoxylon","IAVC",3,21,"-","-","0.0005992","-0.00000057798","-","-","-","-"
27,"Lugo",NA,"Acacia melanoxylon","IAVC",5,21,"-","-","0.0005992","-0.00000057798","-","-","-","-"
27,"Lugo",NA,"Acacia melanoxylon","VLE",2,12,"-","-","-","-","0.00106260000","1.8515300","-","-"
27,"Lugo",NA,"Acacia melanoxylon","VLE",3,12,"-","-","-","-","0.00106260000","1.8515300","-","-"
27,"Lugo",NA,"Acacia melanoxylon","VLE",5,12,"-","-","-","-","0.00106260000","1.8515300","-","-"
27,"Lugo",NA,"Castanea sativa","VCC",2,1,"78.22000","0.0002217","-","-","-","-","-","-"
27,"Lugo",NA,"Castanea sativa","VCC",3,1,"9.21000","0.0001654","-","-","-","-","-","-"
27,"Lugo",NA,"Castanea sativa","VCC",4,1,"77.74000","0.0001340","-","-","-","-","-","-"
27,"Lugo",NA,"Castanea sativa","VCC",5,1,"77.74000","0.0001340","-","-","-","-","-","-"
27,"Lugo",NA,"Castanea sativa","VCC",6,1,"129.07000","0.0001544","-","-","-","-","-","-"
27,"Lugo",NA,"Castanea sativa","VSC",2,7,"0.45000","0.8470857","0.0000079","-","-","-","-","-"
27,"Lugo",NA,"Castanea sativa","VSC",3,7,"0.45000","0.8470857","0.0000079","-","-","-","-","-"
27,"Lugo",NA,"Castanea sativa","VSC",4,7,"-17.13000","0.8750630","0.0000105","-","-","-","-","-"
27,"Lugo",NA,"Castanea sativa","VSC",5,7,"-12.54000","0.8868854","0.0000080","-","-","-","-","-"
27,"Lugo",NA,"Castanea sativa","VSC",6,7,"-12.54000","0.8868854","0.0000080","-","-","-","-","-"
27,"Lugo",NA,"Castanea sativa","IAVC",2,21,"-","-","0.0001088","-0.00000004779","-","-","-","-"
27,"Lugo",NA,"Castanea sativa","IAVC",3,21,"-","-","0.0001088","-0.00000004779","-","-","-","-"
27,"Lugo",NA,"Castanea sativa","IAVC",4,21,"-","-","0.0001088","-0.00000004779","-","-","-","-"
27,"Lugo",NA,"Castanea sativa","IAVC",5,21,"-","-","0.0001088","-0.00000004779","-","-","-","-"
27,"Lugo",NA,"Castanea sativa","IAVC",6,21,"-","-","0.0001088","-0.00000004779","-","-","-","-"
27,"Lugo",NA,"Castanea sativa","VLE",2,12,"-","-","-","-","0.00002120000","2.5261300","-","-"
