"Codigo_provincia","Nombre_provincia","Codigo_especie","Especie","Parametro","F.c.","Modelo","a","b","c","d","p","q","r","D.n.m."
1,"Araba/Álava",215,"Crataegus monogyna","VLE",2,12,"-","-","-","-","0.0016601","1.77360","-","-"
1,"Araba/Álava",215,"Crataegus monogyna","VCC",3,11,"-","-","-","-","0.0017568","1.68729","0.93055","-"
1,"Araba/Álava",215,"Crataegus monogyna","VSC",3,7,"-4.44000","0.8334608","0.0000816","-","-","-","-","-"
1,"Araba/Álava",215,"Crataegus monogyna","IAVC",3,21,"-","-","0.0001262","-0.00000030647","-","-","-","-"
1,"Araba/Álava",215,"Crataegus monogyna","VLE",3,12,"-","-","-","-","0.0016601","1.77360","-","-"
1,"Araba/Álava",215,"Crataegus monogyna","VCC",5,11,"-","-","-","-","0.0017568","1.68729","0.93055","-"
1,"Araba/Álava",215,"Crataegus monogyna","VSC",5,7,"-4.44000","0.8334608","0.0000816","-","-","-","-","-"
1,"Araba/Álava",215,"Crataegus monogyna","IAVC",5,21,"-","-","0.0001262","-0.00000030647","-","-","-","-"
1,"Araba/Álava",215,"Crataegus monogyna","VLE",5,12,"-","-","-","-","0.0016601","1.77360","-","-"
1,"Araba/Álava",16,"Pyrus spp.","VCC",2,1,"62.78000","0.0001897","-","-","-","-","-","-"
1,"Araba/Álava",16,"Pyrus spp.","VSC",2,7,"-14.85000","0.8582139","0.0000039","-","-","-","-","-"
1,"Araba/Álava",16,"Pyrus spp.","IAVC",2,19,"4.20171","-0.0846579","0.0005656","-0.00000066378","-","-","-","-"
1,"Araba/Álava",16,"Pyrus spp.","VLE",2,12,"-","-","-","-","0.0016601","1.77360","-","-"
1,"Araba/Álava",16,"Pyrus spp.","VCC",5,1,"62.78000","0.0001897","-","-","-","-","-","-"
1,"Araba/Álava",16,"Pyrus spp.","VSC",5,7,"-14.85000","0.8582139","0.0000039","-","-","-","-","-"
1,"Araba/Álava",16,"Pyrus spp.","IAVC",5,19,"4.20171","-0.0846579","0.0005656","-0.00000066378","-","-","-","-"
1,"Araba/Álava",16,"Pyrus spp.","VLE",5,12,"-","-","-","-","0.0016601","1.77360","-","-"
1,"Araba/Álava",17,"Cedrus atlantica","VCC",2,11,"-","-","-","-","0.0010518","1.75038","1.13229","-"
1,"Araba/Álava",17,"Cedrus atlantica","VSC",2,7,"-15.35000","0.8590702","0.0000010","-","-","-","-","-"
1,"Araba/Álava",17,"Cedrus atlantica","IAVC",2,19,"8.36699","-0.1772460","0.0014772","-0.00000156548","-","-","-","-"
1,"Araba/Álava",17,"Cedrus atlantica","VLE",2,12,"-","-","-","-","0.0001194","2.14645","-","-"
1,"Araba/Álava",18,"Chamaecyparis lawsoniana","VCC",1,11,"-","-","-","-","0.0001679","2.14643","0.95194","-"
1,"Araba/Álava",18,"Chamaecyparis lawsoniana","VSC",1,7,"0.96000","0.7894702","0.0000770","-","-","-","-","-"
1,"Araba/Álava",18,"Chamaecyparis lawsoniana","IAVC",1,19,"8.36699","-0.1772460","0.0014772","-0.00000156548","-","-","-","-"
1,"Araba/Álava",18,"Chamaecyparis lawsoniana","VLE",1,12,"-","-","-","-","0.0000250","2.41169","-","-"
1,"Araba/Álava",18,"Chamaecyparis lawsoniana","VCC",2,11,"-","-","-","-","0.0001679","2.14643","0.95194","-"
1,"Araba/Álava",18,"Chamaecyparis lawsoniana","VSC",2,7,"0.96000","0.7894702","0.0000770","-","-","-","-","-"
1,"Araba/Álava",18,"Chamaecyparis lawsoniana","IAVC",2,19,"8.36699","-0.1772460","0.0014772","-0.00000156548","-","-","-","-"
1,"Araba/Álava",18,"Chamaecyparis lawsoniana","VLE",2,12,"-","-","-","-","0.0000250","2.41169","-","-"
1,"Araba/Álava",18,"Chamaecyparis lawsoniana","VCC",3,11,"-","-","-","-","0.0001679","2.14643","0.95194","-"
1,"Araba/Álava",18,"Chamaecyparis lawsoniana","VSC",3,7,"0.96000","0.7894702","0.0000770","-","-","-","-","-"
1,"Araba/Álava",18,"Chamaecyparis lawsoniana","IAVC",3,19,"8.36699","-0.1772460","0.0014772","-0.00000156548","-","-","-","-"
1,"Araba/Álava",18,"Chamaecyparis lawsoniana","VLE",3,12,"-","-","-","-","0.0000250","2.41169","-","-"
1,"Araba/Álava",18,"Chamaecyparis lawsoniana","VCC",5,11,"-","-","-","-","0.0001679","2.14643","0.95194","-"
1,"Araba/Álava",18,"Chamaecyparis lawsoniana","VSC",5,7,"0.96000","0.7894702","0.0000770","-","-","-","-","-"
1,"Araba/Álava",18,"Chamaecyparis lawsoniana","IAVC",5,19,"8.36699","-0.1772460","0.0014772","-0.00000156548","-","-","-","-"
1,"Araba/Álava",18,"Chamaecyparis lawsoniana","VLE",5,12,"-","-","-","-","0.0000250","2.41169","-","-"
1,"Araba/Álava",21,"Pinus sylvestris","VCC",1,11,"-","-","-","-","0.0005450","1.98263","0.86986","-"
1,"Araba/Álava",21,"Pinus sylvestris","VSC",1,7,"-6.04000","0.7973543","0.0000398","-","-","-","-","-"
1,"Araba/Álava",21,"Pinus sylvestris","IAVC",1,21,"-","-","0.0002146","-0.00000018906","-","-","-","-"
1,"Araba/Álava",21,"Pinus sylvestris","VLE",1,12,"-","-","-","-","0.0001194","2.14645","-","-"
1,"Araba/Álava",21,"Pinus sylvestris","VCC",2,11,"-","-","-","-","0.0005450","1.98263","0.86986","-"
1,"Araba/Álava",21,"Pinus sylvestris","VSC",2,7,"-6.04000","0.7973543","0.0000398","-","-","-","-","-"
1,"Araba/Álava",21,"Pinus sylvestris","IAVC",2,21,"-","-","0.0002146","-0.00000018906","-","-","-","-"
1,"Araba/Álava",21,"Pinus sylvestris","VLE",2,12,"-","-","-","-","0.0001194","2.14645","-","-"
1,"Araba/Álava",21,"Pinus sylvestris","VCC",3,11,"-","-","-","-","0.0000665","2.51538","0.41165","-"
1,"Araba/Álava",21,"Pinus sylvestris","VSC",3,7,"-0.30000","0.7387945","-0.0002560","-","-","-","-","-"
1,"Araba/Álava",21,"Pinus sylvestris","IAVC",3,21,"-","-","0.0002146","-0.00000018906","-","-","-","-"
1,"Araba/Álava",21,"Pinus sylvestris","VLE",3,12,"-","-","-","-","0.0001194","2.14645","-","-"
1,"Araba/Álava",21,"Pinus sylvestris","VCC",5,11,"-","-","-","-","0.0006920","2.09689","0.30199","-"
1,"Araba/Álava",21,"Pinus sylvestris","VSC",5,7,"0.42000","0.7075723","0.0002879","-","-","-","-","-"
1,"Araba/Álava",21,"Pinus sylvestris","IAVC",5,21,"-","-","0.0002146","-0.00000018906","-","-","-","-"
1,"Araba/Álava",21,"Pinus sylvestris","VLE",5,12,"-","-","-","-","0.0001194","2.14645","-","-"
1,"Araba/Álava",24,"Pinus halepensis","VCC",2,11,"-","-","-","-","0.0010414","1.85853","0.84760","-"
1,"Araba/Álava",24,"Pinus halepensis","VSC",2,7,"-10.64000","0.7717461","0.0000314","-","-","-","-","-"
1,"Araba/Álava",24,"Pinus halepensis","IAVC",2,21,"-","-","0.0004800","-0.00000044671","-","-","-","-"
1,"Araba/Álava",24,"Pinus halepensis","VLE",2,12,"-","-","-","-","0.0000453","2.33124","-","-"
1,"Araba/Álava",24,"Pinus halepensis","VCC",5,11,"-","-","-","-","0.0024530","1.81280","0.43771","-"
1,"Araba/Álava",24,"Pinus halepensis","VSC",5,7,"-7.67000","0.7780170","0.0000374","-","-","-","-","-"
1,"Araba/Álava",24,"Pinus halepensis","IAVC",5,21,"-","-","0.0004800","-0.00000044671","-","-","-","-"
1,"Araba/Álava",24,"Pinus halepensis","VLE",5,12,"-","-","-","-","0.0000453","2.33124","-","-"
1,"Araba/Álava",25,"Pinus nigra","VCC",1,11,"-","-","-","-","0.0005726","2.01838","0.77193","-"
1,"Araba/Álava",25,"Pinus nigra","VSC",1,7,"-7.21000","0.7930388","0.0000040","-","-","-","-","-"
1,"Araba/Álava",25,"Pinus nigra","IAVC",1,21,"-","-","0.0005324","-0.00000057831","-","-","-","-"
1,"Araba/Álava",25,"Pinus nigra","VLE",1,12,"-","-","-","-","0.0000250","2.41169","-","-"
1,"Araba/Álava",25,"Pinus nigra","VCC",2,11,"-","-","-","-","0.0005726","2.01838","0.77193","-"
1,"Araba/Álava",25,"Pinus nigra","VSC",2,7,"-7.21000","0.7930388","0.0000040","-","-","-","-","-"
1,"Araba/Álava",25,"Pinus nigra","IAVC",2,21,"-","-","0.0005324","-0.00000057831","-","-","-","-"
1,"Araba/Álava",25,"Pinus nigra","VLE",2,12,"-","-","-","-","0.0000250","2.41169","-","-"
1,"Araba/Álava",25,"Pinus nigra","VCC",3,11,"-","-","-","-","0.0000681","2.44893","0.59959","-"
1,"Araba/Álava",25,"Pinus nigra","VSC",3,7,"0.16000","0.7441103","-0.0005564","-","-","-","-","-"
1,"Araba/Álava",25,"Pinus nigra","IAVC",3,21,"-","-","0.0005324","-0.00000057831","-","-","-","-"
1,"Araba/Álava",25,"Pinus nigra","VLE",3,12,"-","-","-","-","0.0000250","2.41169","-","-"
1,"Araba/Álava",25,"Pinus nigra","VCC",5,11,"-","-","-","-","0.0005726","2.01838","0.77193","-"
1,"Araba/Álava",25,"Pinus nigra","VSC",5,7,"-7.21000","0.7930388","0.0000040","-","-","-","-","-"
1,"Araba/Álava",25,"Pinus nigra","IAVC",5,21,"-","-","0.0005324","-0.00000057831","-","-","-","-"
1,"Araba/Álava",25,"Pinus nigra","VLE",5,12,"-","-","-","-","0.0000250","2.41169","-","-"
1,"Araba/Álava",26,"Pinus pinaster","VCC",1,11,"-","-","-","-","0.0003944","2.09296","0.73083","-"
1,"Araba/Álava",26,"Pinus pinaster","VSC",1,7,"-7.29000","0.7373721","0.0000255","-","-","-","-","-"
1,"Araba/Álava",26,"Pinus pinaster","IAVC",1,21,"-","-","0.0004800","-0.00000044671","-","-","-","-"
1,"Araba/Álava",26,"Pinus pinaster","VLE",1,12,"-","-","-","-","0.0000564","2.24028","-","-"
1,"Araba/Álava",26,"Pinus pinaster","VCC",2,11,"-","-","-","-","0.0003944","2.09296","0.73083","-"
1,"Araba/Álava",26,"Pinus pinaster","VSC",2,7,"-7.29000","0.7373721","0.0000255","-","-","-","-","-"
1,"Araba/Álava",26,"Pinus pinaster","IAVC",2,21,"-","-","0.0004800","-0.00000044671","-","-","-","-"
1,"Araba/Álava",26,"Pinus pinaster","VLE",2,12,"-","-","-","-","0.0000564","2.24028","-","-"
1,"Araba/Álava",26,"Pinus pinaster","VCC",3,11,"-","-","-","-","0.0003944","2.09296","0.73083","-"
1,"Araba/Álava",26,"Pinus pinaster","VSC",3,7,"-7.29000","0.7373721","0.0000255","-","-","-","-","-"
1,"Araba/Álava",26,"Pinus pinaster","IAVC",3,21,"-","-","0.0004800","-0.00000044671","-","-","-","-"
1,"Araba/Álava",26,"Pinus pinaster","VLE",3,12,"-","-","-","-","0.0000564","2.24028","-","-"
1,"Araba/Álava",26,"Pinus pinaster","VCC",5,11,"-","-","-","-","0.0003944","2.09296","0.73083","-"
1,"Araba/Álava",26,"Pinus pinaster","VSC",5,7,"-7.29000","0.7373721","0.0000255","-","-","-","-","-"
1,"Araba/Álava",26,"Pinus pinaster","IAVC",5,21,"-","-","0.0004800","-0.00000044671","-","-","-","-"
1,"Araba/Álava",26,"Pinus pinaster","VLE",5,12,"-","-","-","-","0.0000564","2.24028","-","-"
1,"Araba/Álava",28,"Pinus radiata","VCC",1,11,"-","-","-","-","0.0006785","1.86004","1.01378","-"
1,"Araba/Álava",28,"Pinus radiata","VSC",1,7,"-18.29000","0.8158630","0.0000041","-","-","-","-","-"
1,"Araba/Álava",28,"Pinus radiata","IAVC",1,21,"-","-","0.0007159","-0.00000064797","-","-","-","-"
1,"Araba/Álava",28,"Pinus radiata","VLE",1,12,"-","-","-","-","0.0014136","1.73113","-","-"
1,"Araba/Álava",28,"Pinus radiata","VCC",2,11,"-","-","-","-","0.0006785","1.86004","1.01378","-"
1,"Araba/Álava",28,"Pinus radiata","VSC",2,7,"-7.38000","0.8061787","0.0000088","-","-","-","-","-"
1,"Araba/Álava",28,"Pinus radiata","IAVC",2,21,"-","-","0.0007159","-0.00000064797","-","-","-","-"
1,"Araba/Álava",28,"Pinus radiata","VLE",2,12,"-","-","-","-","0.0014136","1.73113","-","-"
1,"Araba/Álava",28,"Pinus radiata","VCC",3,11,"-","-","-","-","0.0006785","1.86004","1.01378","-"
1,"Araba/Álava",28,"Pinus radiata","VSC",3,7,"-0.34000","0.8350763","-0.0011562","-","-","-","-","-"
1,"Araba/Álava",28,"Pinus radiata","IAVC",3,21,"-","-","0.0007159","-0.00000064797","-","-","-","-"
1,"Araba/Álava",28,"Pinus radiata","VLE",3,12,"-","-","-","-","0.0014136","1.73113","-","-"
1,"Araba/Álava",28,"Pinus radiata","VCC",5,11,"-","-","-","-","0.0006785","1.86004","1.01378","-"
1,"Araba/Álava",28,"Pinus radiata","VSC",5,7,"-7.38000","0.8061787","0.0000088","-","-","-","-","-"
1,"Araba/Álava",28,"Pinus radiata","IAVC",5,21,"-","-","0.0007159","-0.00000064797","-","-","-","-"
1,"Araba/Álava",28,"Pinus radiata","VLE",5,12,"-","-","-","-","0.0014136","1.73113","-","-"
1,"Araba/Álava",31,"Abies alba","VCC",2,11,"-","-","-","-","0.0010518","1.75038","1.13229","-"
1,"Araba/Álava",31,"Abies alba","VSC",2,7,"-15.35000","0.8590702","0.0000010","-","-","-","-","-"
1,"Araba/Álava",31,"Abies alba","IAVC",2,21,"-","-","0.0010389","-0.00000125852","-","-","-","-"
1,"Araba/Álava",31,"Abies alba","VLE",2,12,"-","-","-","-","0.0001194","2.14645","-","-"
1,"Araba/Álava",31,"Abies alba","VCC",3,11,"-","-","-","-","0.0010518","1.75038","1.13229","-"
1,"Araba/Álava",31,"Abies alba","VSC",3,7,"-15.35000","0.8590702","0.0000010","-","-","-","-","-"
1,"Araba/Álava",31,"Abies alba","IAVC",3,21,"-","-","0.0010389","-0.00000125852","-","-","-","-"
1,"Araba/Álava",31,"Abies alba","VLE",3,12,"-","-","-","-","0.0001194","2.14645","-","-"
1,"Araba/Álava",33,"Picea abies","VCC",2,11,"-","-","-","-","0.0000643","2.28998","1.02340","-"
1,"Araba/Álava",33,"Picea abies","VSC",2,7,"-0.90000","0.8742699","0.0000144","-","-","-","-","-"
1,"Araba/Álava",33,"Picea abies","IAVC",2,21,"-","-","0.0010389","-0.00000125852","-","-","-","-"
1,"Araba/Álava",33,"Picea abies","VLE",2,12,"-","-","-","-","0.0000250","2.41169","-","-"
1,"Araba/Álava",33,"Picea abies","VCC",3,11,"-","-","-","-","0.0000643","2.28998","1.02340","-"
1,"Araba/Álava",33,"Picea abies","VSC",3,7,"-0.90000","0.8742699","0.0000144","-","-","-","-","-"
1,"Araba/Álava",33,"Picea abies","IAVC",3,21,"-","-","0.0010389","-0.00000125852","-","-","-","-"
1,"Araba/Álava",33,"Picea abies","VLE",3,12,"-","-","-","-","0.0000250","2.41169","-","-"
1,"Araba/Álava",34,"Pseudotsuga menziesii","VCC",2,11,"-","-","-","-","0.0000643","2.28998","1.02340","-"
1,"Araba/Álava",34,"Pseudotsuga menziesii","VSC",2,7,"-0.90000","0.8742699","0.0000144","-","-","-","-","-"
1,"Araba/Álava",34,"Pseudotsuga menziesii","IAVC",2,21,"-","-","0.0005277","0.00000051082","-","-","-","-"
1,"Araba/Álava",34,"Pseudotsuga menziesii","VLE",2,12,"-","-","-","-","0.0000250","2.41169","-","-"
1,"Araba/Álava",34,"Pseudotsuga menziesii","VCC",3,11,"-","-","-","-","0.0000643","2.28998","1.02340","-"
1,"Araba/Álava",34,"Pseudotsuga menziesii","VSC",3,7,"-0.90000","0.8742699","0.0000144","-","-","-","-","-"
1,"Araba/Álava",34,"Pseudotsuga menziesii","IAVC",3,21,"-","-","0.0005277","0.00000051082","-","-","-","-"
1,"Araba/Álava",34,"Pseudotsuga menziesii","VLE",3,12,"-","-","-","-","0.0000250","2.41169","-","-"
1,"Araba/Álava",34,"Pseudotsuga menziesii","VCC",5,11,"-","-","-","-","0.0000643","2.28998","1.02340","-"
1,"Araba/Álava",34,"Pseudotsuga menziesii","VSC",5,7,"-0.90000","0.8742699","0.0000144","-","-","-","-","-"
1,"Araba/Álava",34,"Pseudotsuga menziesii","IAVC",5,21,"-","-","0.0005277","0.00000051082","-","-","-","-"
1,"Araba/Álava",34,"Pseudotsuga menziesii","VLE",5,12,"-","-","-","-","0.0000250","2.41169","-","-"
1,"Araba/Álava",35,"Larix spp.","VCC",2,11,"-","-","-","-","0.0003011","2.11661","0.79669","-"
1,"Araba/Álava",35,"Larix spp.","VSC",2,7,"-4.84000","0.8577174","-0.0000006","-","-","-","-","-"
1,"Araba/Álava",35,"Larix spp.","IAVC",2,21,"-","-","0.0003625","-0.00000015029","-","-","-","-"
1,"Araba/Álava",35,"Larix spp.","VLE",2,12,"-","-","-","-","0.0000250","2.41169","-","-"
1,"Araba/Álava",35,"Larix spp.","VCC",3,11,"-","-","-","-","0.0003011","2.11661","0.79669","-"
1,"Araba/Álava",35,"Larix spp.","VSC",3,7,"-4.84000","0.8577174","-0.0000006","-","-","-","-","-"
1,"Araba/Álava",35,"Larix spp.","IAVC",3,21,"-","-","0.0003625","-0.00000015029","-","-","-","-"
1,"Araba/Álava",35,"Larix spp.","VLE",3,12,"-","-","-","-","0.0000250","2.41169","-","-"
1,"Araba/Álava",235,"Larix decidua","VCC",2,11,"-","-","-","-","0.0003011","2.11661","0.79669","-"
1,"Araba/Álava",235,"Larix decidua","VSC",2,7,"-4.84000","0.8577174","-0.0000006","-","-","-","-","-"
1,"Araba/Álava",235,"Larix decidua","IAVC",2,21,"-","-","0.0003625","-0.00000015029","-","-","-","-"
1,"Araba/Álava",235,"Larix decidua","VLE",2,12,"-","-","-","-","0.0000250","2.41169","-","-"
1,"Araba/Álava",37,"Juniperus communis","VCC",3,11,"-","-","-","-","0.0017596","1.83627","0.56894","-"
1,"Araba/Álava",37,"Juniperus communis","VSC",3,7,"-1.52000","0.8627692","0.0000569","-","-","-","-","-"
1,"Araba/Álava",37,"Juniperus communis","IAVC",3,19,"8.36699","-0.1772460","0.0014772","-0.00000156548","-","-","-","-"
1,"Araba/Álava",37,"Juniperus communis","VLE",3,12,"-","-","-","-","0.0000730","2.28991","-","-"
1,"Araba/Álava",37,"Juniperus communis","VCC",5,11,"-","-","-","-","0.0017596","1.83627","0.56894","-"
1,"Araba/Álava",37,"Juniperus communis","VSC",5,7,"-1.52000","0.8627692","0.0000569","-","-","-","-","-"
1,"Araba/Álava",37,"Juniperus communis","IAVC",5,19,"8.36699","-0.1772460","0.0014772","-0.00000156548","-","-","-","-"
1,"Araba/Álava",37,"Juniperus communis","VLE",5,12,"-","-","-","-","0.0000730","2.28991","-","-"
1,"Araba/Álava",237,"Juniperus oxycedrus","VCC",3,11,"-","-","-","-","0.0017596","1.83627","0.56894","-"
1,"Araba/Álava",237,"Juniperus oxycedrus","VSC",3,7,"-1.52000","0.8627692","0.0000569","-","-","-","-","-"
1,"Araba/Álava",237,"Juniperus oxycedrus","IAVC",3,19,"8.36699","-0.1772460","0.0014772","-0.00000156548","-","-","-","-"
1,"Araba/Álava",237,"Juniperus oxycedrus","VLE",3,12,"-","-","-","-","0.0000730","2.28991","-","-"
1,"Araba/Álava",237,"Juniperus oxycedrus","VCC",5,11,"-","-","-","-","0.0017596","1.83627","0.56894","-"
1,"Araba/Álava",237,"Juniperus oxycedrus","VSC",5,7,"-1.52000","0.8627692","0.0000569","-","-","-","-","-"
1,"Araba/Álava",237,"Juniperus oxycedrus","IAVC",5,19,"8.36699","-0.1772460","0.0014772","-0.00000156548","-","-","-","-"
1,"Araba/Álava",237,"Juniperus oxycedrus","VLE",5,12,"-","-","-","-","0.0000730","2.28991","-","-"
1,"Araba/Álava",39,"Juniperus phoenicea","VCC",5,11,"-","-","-","-","0.0017596","1.83627","0.56894","-"
1,"Araba/Álava",39,"Juniperus phoenicea","VSC",5,7,"-1.52000","0.8627692","0.0000569","-","-","-","-","-"
1,"Araba/Álava",39,"Juniperus phoenicea","IAVC",5,19,"8.36699","-0.1772460","0.0014772","-0.00000156548","-","-","-","-"
1,"Araba/Álava",39,"Juniperus phoenicea","VLE",5,12,"-","-","-","-","0.0000730","2.28991","-","-"
1,"Araba/Álava",41,"Quercus robur","VCC",1,11,"-","-","-","-","0.0006581","1.97632","0.75389","-"
1,"Araba/Álava",41,"Quercus robur","VSC",1,7,"-9.33000","0.8606003","0.0000035","-","-","-","-","-"
1,"Araba/Álava",41,"Quercus robur","IAVC",1,21,"-","-","0.0002178","-0.00000019242","-","-","-","-"
1,"Araba/Álava",41,"Quercus robur","VLE",1,12,"-","-","-","-","0.0000483","2.35962","-","-"
1,"Araba/Álava",41,"Quercus robur","VCC",2,11,"-","-","-","-","0.0006581","1.97632","0.75389","-"
1,"Araba/Álava",41,"Quercus robur","VSC",2,7,"-9.33000","0.8606003","0.0000035","-","-","-","-","-"
